name,count
" Kawakami, K.",1
" Hu, Chaobo",1
" Tan, Junjie",1
" Kompotis, Konstantinos",2
"Su, Yao",1
"Simmons, Katie J.",1
"Liu, Shaojun",1
" Zhu, Shiyou",3
" Kamataki, Kunihiro",1
" Cao, Zhi-Wei",1
"Guo, Enyan",1
"Granchi, C.",1
" Wang, Bo",40
" Stein, Joshua C.",2
" Krishna, Vijesh V.",1
" Fikacek, Martin",1
"Bahi, Hicham",1
" Rubidge, Bruce S.",3
" Pan, Tingting",2
" Lu, Chen",2
" Minami, Saki",1
" DeHaan, Lee R.",2
" Hyeon, Taeghwan",4
" Li, Jieping",1
" Grumbine, R. Edward",2
"Shi, Mingjun",1
" Gomez-Tato, Antonio",3
" Vinci, Maria Cristina",1
" Malato, Yann",1
" Zieve, Gary",1
" Pedersen, Jan Skov",1
" Carbonell, Eudald",2
" Goverse, Aska",3
"Rani, Mamta",1
" Bartlett, R.",1
" Huang, Yanyi",10
"Chen, Huanqing",1
" Hiber, Michaela",1
" Du, Aimin",1
" Ahmed, Omar",1
" Zhang, Qiuhong",1
" Crispino, John D.",2
" Zhang, Aihua",3
"Tweet, Justin",1
"DOsualdo, Andrea",1
" Kirchenbaum, Greg A.",1
" Keeble-Gagnere, Gabriel",1
" Li, Yilong",1
"Wang, Dongxue",1
" Bourkoula, Eugenia",1
" Wang, Yin",2
" Bloszies, Sean",2
"Kato, Kenichi",1
" Saul, Justin M.",1
" Iyer, Shilpa S.",1
" Zou, Jing",2
" Sahlin, Kristoffer",1
" Gwo, Shangir",2
" Li, Zhong-Yu",1
" Shimoda, K.",1
" Mueller, Emanuel",1
" Fang, Chunshu",1
"Ateto, M. S.",1
"Noh, Ji Yeong",1
" Yang, Junwei",1
"Sestak, Martin Sebastijan",1
" Cominelli, Fabio",1
" Gerrish, Gretchen A.",1
"Xu, Jun",5
" Schmidt, Jennifer L.",1
" Aguirre-Lavin, Tiphaine",2
"Zang, Ketao",1
" Strasser, Richard",1
" Zhan, Dongmei",1
" Zhang, Xiufang",1
"Tashi, Tsewang",1
" Chen, Xinhuan",1
" Ideta-Otsuka, Maky",1
" Liu, Gaobin",1
"Demeter, Fabrice",2
" Ajmone-Marsan, Paolo",1
 Xu Jiawei,1
" Leturque, Armelle",1
" Renk, Oliver",1
" Nishimasu, Hiroshi",1
" Pan, Ting",2
"Ge, T. P.",1
" Dai, Li",1
" Hwang, Jenn-Kang",1
" Huang, Jiping",1
"Ye, Bin",2
" Huang, Mu",1
" Reich, Peter B.",4
" Li, Ruizhi",2
"Li, Yangxin",1
" Zhu, Chenxu",2
"Dores, Robert M.",3
" Kim, Sung Soo",2
"Heremans, Joseph P.",1
"Godderis, Yves",1
" Shahzad, Khurram",1
" He, Shengjie",1
" Liu, Bindong",1
" Zhang, Kehua",1
" Piedade, M. T. F.",1
" Kimura, Tatsuro",1
" Reid, Warren A.",1
"Nahas, Suhas",1
" Vontas, John",3
" Hecht, Jochen",1
"Zhao, Lan",1
" Wong, Matthew",2
" Iolascon, Achille",3
" Feng, Yupeng",1
" Shemrock, Adam",1
" Devine-Stoneman, J. M.",1
" Orba, Yasuko",1
" Schwarz, I.",1
"Lupitskyy, Robert",1
" Manz, Benjamin",1
" Kato, Kenji",2
"Zhang, Yang W.",1
" Dandekar, Thomas",2
" Illa, Xavi",1
" Shen, Chao",8
" Le Chevalier, Patrick",1
" Scholz, Claus-Juergen",1
" Polansky, Julia K.",1
" Maria Carrillo, Jose",1
" Moshkin, Yuri M.",1
" Minor, Andrew M.",1
" Saito, Masayuki",1
" Pandya, Devanshi",1
" Qin, E-De",2
" Wang, Jianbin",1
" Peng, Zaili",1
" Zhao, Shou-Dong",1
" Arnold, Christina A.",1
" Hartman, Tracy L.",1
" Qu, Feng-Zhi",1
" Scott, Bryan",1
" Fan, X.",3
" Lin, K. F.",1
" Ballal, Suhas",1
" Yao, Lei",3
" Przulj, Natasa",1
"Kyriakakis, Emmanouil",1
" Muswamba-Nday, Christiane",1
"Kaufmann, Christine",1
" Baena-Gonzalez, Elena",1
"Liu, Nannan",1
" Stegmann, Monika",1
" Arias, Carlos F.",3
" Usami, Yu",1
" Robertson, Terry",1
"Zhuo, Xiaoyu",2
" Miller, J.",1
" Shah, Sohrab P.",1
 Chen Ping,1
"Shi, Zhang-Jie",1
" Cui, Yingzi",2
" Zhu, Anna",1
" Zhao, Lin",7
" Look, A. Thomas",1
Ye Bin,1
" Mazier, Dominique",1
"Xu, Jiang-Man",1
" Song, W. L.",1
" Zhang, Liyun",1
"Hu, Ruofei",2
" Hu, Xu-Yao",1
" Zhang, Cairong",1
" Maklakov, Sergey S.",1
" Cianfarani, Francesca",1
" Rounds, J. Christopher",1
" Wang, Zhong-sheng",1
"Zhu, Pengyang",1
" Kang, Zinan",1
" Kemenesi, Gabor",1
" Zhen, Shou-Min",1
" Ren, Xuefeng",1
" Antill, Erica C.",1
" Zhang, Wenqi",2
" Zhao, Baolin",2
" Shao, Qian",1
" Tanaka, Shumpei",1
"Acebedo, Sofia L.",1
" Le Texier, Vincent",1
" Fournier, Gregory P.",1
"Koh, Hyunwook",1
" Sung, Joseph J. Y.",1
" Hofker, Marten",1
" Lan, Lin",2
" Kushwaha, Suman",1
" Luo, Hao",1
"Yang, Jinpu",2
" Yin, Jianzhong",1
" Glynne Gut, Ivo",1
"Shin, Donghun",1
"Shi, Yi",3
" Takagi-Niidome, Shizuka",2
" Yin, Ni",1
" Pavan, William J.",1
" Lumpkin, Rick",1
" Wang, Qidong",2
" van Es, Daan",1
" Pandey, Shyam Sudhir",1
" Grunt, Michal",1
" Chen, Rong-Chang",1
" Kiorboe, Thomas",1
" Chow, Hoi Shan",1
" Schimmel, Th",1
"Zhao, Chongyang",1
" Parunakian, David A.",1
" Feng, Yu",1
" Heurich, Adeline",1
" Netea, M. G.",1
" Zhao, Meisheng",1
" Hug, S.",1
" Sin, Don D.",1
" Wu, Le-Shin",1
"Luo, Wuhong",1
"Qin, Pengfei",1
" Mozaffari-Jovin, Sina",2
" Feng, Jinghua",1
 Wu Qi,1
" Jiang, Yanxia",1
" Bochmann, Manfred",1
" Abburu, Sailesh",1
" Schnur, Einat",1
" Sang, Lingjie",1
" Bradeen, James M.",6
" Liu, Jinyan",1
"Liu, Yumin",3
" Longoni, Paolo",1
" Tanaka, Toshio",1
" Kuperman, Yael",1
"Diaz-Fernandez, David",1
"Kreisel, A.",1
" McMullan, Greg",1
" Yang, Lianping",1
" Cao, Jay",1
"Zhou, Xueqin",1
" Han, Jingjing",1
" Loo, Boon H.",1
" Bambach, Richard K.",2
" Roberts, Hester E.",1
" Song, W.",1
 Zhao Xiang,2
 Liu Zhi-yong,2
" Stratakis, Emmanuel",1
" Kiawi, Denis M.",2
" Duan, Aijun",1
"Li, Yongle",1
" Love-Myers, Kim R.",1
" Huvet, Arnaud",13
" Sang, Deli",1
"Cai, X. -D.",1
" Biggs, William",2
"Jakubczyk, Andrzej",1
" Schubert, Michael B.",1
"Knapp, David J. H. F.",1
" Wei, Rongkai",1
" Yoxall, Edward",1
" Kim, Taeho",1
" Lu, Binbin",1
" Toste, F. Dean",1
" Rivadehi, Shadi",1
"Wang, Guojun",2
" Miyamoto, M.",1
"Savvateeva-Popova, E. V.",1
" Sun, Shujuan",1
"Wu, Rongting",1
" Hong, Bongghi",3
" Niu, Wenbin",1
"Chevalier, Florian",1
" Hoashi, Marina",1
" Braman, Virginie",1
" Hirata, K.",1
" Ma, Chunmei",2
" Ning, Ping",1
"Banga, Anannya",1
" Ma, Lili",1
" Brunner, Frederic",3
" Norling, Jenny Arven",1
" Hotchkiss, Rollin",1
" Luetje, Charles W.",1
" Peng, Jing",3
" Miura, Kotaro",2
"Ali-Haimoud, Yacine",2
" Collett, Jeffrey L., Jr.",2
" Wang, Xihua",2
" Wallstrom, Peter",1
" Allevato, V.",1
" El-Behairy, Mohammed Farrag",1
" Apaydin, Dogukan Hazar",2
" Fleming, Damarius",1
" Wan, Yanmin",7
" Liu, Haipei",1
" Chi, Shuyan",1
" Akerman, Colin J.",1
" Segal, David J.",2
" Wu, William K. K.",1
" Riviere, Guillaume",3
"Mikkelsen, K. H.",1
" Husk, Kerryn",1
" Lone, Irfan H.",1
" Joannopoulos, John",1
" Hu, Xiao-Xiao",1
"Gardner, James M.",1
" Fornai, Matteo",1
" Prost, Stefan",2
" Diallo, Abdoulaye Banire",1
" Choi, Yong Chan",1
"Zhou, Xiang",2
" Cao, Jianwei",1
" Bui, Chau M.",1
" Han, Fajun",1
" Sun, M.",1
" Adibekyan, V.",3
" Dandekar, Abhaya M.",1
"Veloso, D. S.",1
" Compton, Walter Dale",1
" Fan, Guangyao",1
" Simsek, Emrah",1
"Cai, Xinjiang",1
"Shan, Jixiu",1
" Chen, Gengxin",1
"Meng, Xing",1
" Lian, Xu",3
" Yang, Zhongfei",1
" Grabowski, Dale R.",1
" Li, Chong",4
" Fawcett, Jeffrey",1
" Weng, Zhaoyong",1
" Ning, Zhijun",9
" Ogilvie, Caroline",2
"Zhang, Yueqiang",1
" Chen, Tianjiao",1
" Matuzevicius, Dalius",1
" Cascales-Minana, Borja",1
" Shan, Yujuan",2
" Lee, Chang-Woo",1
"Cher, C. Y.",1
" Tan, Yongkai",1
" Barbosa, H. M. J.",1
" Arroyo, Luzmila",1
" Kim, Hyun-Kyung",1
" Cao, Huijun",1
" Cryan, John F.",6
" Karapetyan, A. G.",2
"Wu, Un-In",1
" Roberts, Andrew W.",1
" Dawsey, Sanford M.",2
" Ni, Jianyu",1
" Qian, Qiujin",1
" Di Fiore, A.",1
" Ariel Lieberman, Jenna",1
" Semenov, Yuriy G.",1
" Gounil, Sushanth",1
" Guan, Yanjun",4
" Farber, D. L.",1
" Zhao, Pei",1
" Zhang, Xiuyue",1
" Du, Hongbin",1
" Tang, Tingting",1
" Cai, Xiao-Yi",1
" Lee, Jian-Cheng",1
" Dai, Junhu",3
" Arsuaga, Juan-Luis",1
" Lee, So Eui",2
"Keating, Joseph N.",1
" Garcia-Nunez, Marian",1
"Fernandez, Eduardo F.",1
"Choulet, Frederic",1
" Liu, Guolei",1
" Boudker, Olga",2
" He, Dajian",1
" Fonne-Pfister, Raymonde",2
" Fan, Jiao",1
" Jehle, Anna Kristina",2
" Martignago, Damiano",1
"Kwon, Matt Hyoung",1
" Sullivan, O. O",1
" Yun, Sining",1
" Cridland, Jasmyn A.",1
"Ren, Qian",1
 Wang Chunyu,1
" Gengji, Zhuo-Ma",1
" Oprea, Tudor I.",1
" Brett, Tom J.",1
" Brzeszczynska, Joanna",2
" Currie, Brian S.",1
" Bermont, Flavien",1
"Basheer, Bismi",1
" Zeng, Lihong",1
" Wang, Lubo",1
" Yazdchi, Sahar Bagherzadeh",1
" Andersson, L.",2
"Casson, Cierra N.",2
" Li, Manli",1
" Kirschner, Juergen",1
"Stone, Daniel",2
"Zhu, Michael X.",1
" Park, In-Hyun",3
" Li, Zhaoling",2
"Antolin-Llovera, Meritxell",2
" Graham, Melissa L.",3
" Couchy, Gabrielle",1
" Blanchar, John C.",1
" Hediger, Matthias",1
" Ye, Zhiming",1
" Zik, Justin J.",1
" Couldrey, Christine",1
" Wu, Minjing",1
" Hannan, Nicholas R. F.",2
"Ulyantsev, Vladimir I.",1
" Rega, Laura Rita",1
" Xia, R.",1
" Lu, Xue",1
" Yang, Xiang",2
" Moreno, Haritz",1
" Ko, Heejoo",1
" Chuai, Xiaohong",1
" Brumfield, Robb T.",1
" Wan, Pengbo",1
" Esposito, Marco",1
" Jiang, Junru",1
" Sheerin, David J.",1
" Arunachalam, Vadivel",1
" Deng, Junjun",5
" Warren, Wesley",1
" Kreijtz, Joost H. C. M.",2
" Yoshida, Akihide",1
"Du, J.",1
" Yoo, Yang-Seok",1
" Cao, Sijia",1
" Ma, Ling-Ling",1
" Peng, Xinxin",1
" Freyer, Dorette",1
" Bailey, Kathleen A.",1
" Tian, Chao",1
" Xu, H. Q.",3
"Hummel, Aaron W.",1
" Cuevas, Rosa Paula",1
"Bhargava, Rishabh",1
" Zhang, JuJia",1
" Hewitt, Alex W.",1
" Qu, Sanying",1
"Rao, C. N. R.",1
" Prassides, Kosmas",2
" Zhou, Jian-Wei",1
" Yuan, Mingze",1
" Dronov, M. A.",1
" Hou, Yingyong",5
" Symonds, Janine D.",1
" Yu, Fu-Shin",1
"Hwang, Hyun Sook",1
" Rustgi, A. K.",1
" Tan, Hua-Zhen",1
" Albani, Maria C.",1
" Guo, L. Jay",2
" Tsvelykh, Alexander",1
" Sun, Guifan",2
" Xu, Changxu",3
"Sun, Changyong",1
" Holmes, Ashleigh",1
"Marshall, K. P.",1
" Sheng, Leimei",1
" Kaneko, Nobuhiro",1
" Irish, Elinor K.",1
" Chen, Jinzhu",3
" Whiteley, Marvin",1
"Nagano, Akira",1
" Hotte, Naomi",2
"Hu, C.",1
" Huang, Gaoxingyu",4
" Daggumati, Pallavi",1
" Chen, Guo-Dong",2
" Astam, Aykut",1
" Ding, Yang",1
" Blackwell, Martin",2
" Lahr, Daniel J. G.",1
" Dong, Xiandui",3
" Wen, Zhaojun",1
" Kim, Woo Taek",1
" Shigeta, Yasunari",1
"Choudhury, Md. Shamimul Haque",1
" Elliott, Gloria D.",1
" Rombauts, Stephane",1
"De Zutter, Julie K.",1
" Koller, Bernhard",1
" Mazaheri, Mehdi",1
" Guo, Jianxin",3
" Chen, Zhenyi",2
"Kim, HyunJung",1
" Ajayan, Pulickel M.",4
" Zhang, Chuanxin",1
" Cocke, Steven D.",1
" Gomes, A. T. P. C.",1
" Wei, Yu",2
" Zamora, L. M.",1
" McDaniel, Hunter",1
"Leung, James",1
" Raj, Sumit",1
" Watanabe, Takeshi",1
"Ogbe, Ane",1
"Al-Shamekh, Shomoukh",1
" Abenavoli, Ludovico",1
" Costa, Igor",1
"Liu, F.",2
"Ueda, Masami",1
" Li, Bai-Lian",1
" Bai, Yuanli",1
" Jurkiewicz, Piotr",1
" Kim, Jong-Woong",1
" Gao, Di",3
 Li Fei,1
"Wang, Z. L.",1
" Chen, Saijuan",1
" Wallet, Pierre",1
"Zhan, Changzhen",1
" Hong, Huazhu",2
" Yang, Zhihui",2
" Narayanan, Theyencheri",1
" Anglada, Guillem",1
" Dias, Simoni C.",1
" Obendorf, Janine",1
" Luo, Xian",3
" Lan, Lefu",1
" Yang, Huaiyu",6
" Quinones-Parra, Sergio",1
" Romanov, Roman",1
" Feng, Shi-Quan",1
" Murayama, Takashi",2
" De Leo, Ester",1
" Fu, Pengfei",1
" Amaral, Ieda",1
" Peters, Jennifer L.",1
" Liu, De-Qing",1
" Vos, Jeffrey A.",1
" Ferrari, Rafaela",1
"Corry, Ben",1
" Hallquist, Asa M.",1
" Shang, Hui",1
" Reyes-Gomez, J.",1
" Williams, L. B.",1
" Ni, Jason R.",1
" DeLuca, Steven Z.",1
" Yokoyama, Shigeyuki",5
"Robertson, Kevin A.",1
" Hu, Yuqiong",1
" Sasson, Shlomo",1
"Tanasova, Marina",1
"Moutoussis, Michael",1
" Wafula, Eric K.",1
" Fischer, S.",1
" Wang, Hsin-Chih",1
" Lavstsen, Thomas",1
" Ben Manaa, M.",1
"Kishida, Tsunao",1
" Tong, Hongli",1
" Bickne, Louise S.",1
" Patou-Mathis, Marylene",1
" Zhang, Ye",20
"Wang, Chao-Wei",1
" Brinkman, C. Colin",1
" Zhang, Yanyan",8
" Ganal, Martin",1
" Lai, Zhibing",1
" Bai, Yan",3
"Zhang, Xiang",1
" Ericson, Per G. P.",1
" He, Bin",10
" Hu, Qian",1
" Dong, Juncai",2
" Andersson, Erik",1
" Li, Dijie",1
" Kikuta, Satoshi",2
" Escuela, Dasiel Oscar Borroto",1
" de Hoog, Carmen L.",1
" Gupta, Aaron",1
Ding MingShuai,1
" Zhong, Jun",5
"Li, Jiashen",1
"Qiao, Lin",1
" Liu, An-An",1
" Oladejo, Babayemi O.",1
" Poyatos-More, Miquel",2
" Unger, Daniel E.",1
" Ohlendieck, Kay",1
" Conrad, Chelsie E.",1
"Li, Kaiquan",1
" Kreher, Scott A.",1
"Yu, You",1
" Shchepashchenko, M. V.",1
" Kim, J. Joseph",2
"Santini, Maria Paola",1
"Muckel, Franziska",1
"Li, Chengjun",2
" Castro, G. R.",1
" Jiang, Taiyi",1
"Wang, Ji",2
" Hu, Shuang",1
" van der Kindere, Jacques",1
" Wang, Tenglong",1
"Yu, Guocan",1
" Chen, Shang-Fu",1
" Zhou, L. Q.",1
" Hadrill, David",1
"Walzer, Uwe",1
" Tang, Jinke",1
" Corbett, Kizzmekia S.",2
" Hou, Hong",1
" Gosdschan, Alexander",1
" Shang, Zhengyong",1
" Benonisdottir, Stefania",1
" Andronico, Alessio",1
" Barnier, Bernard",1
" Meng, Ling-Yan",3
"Gong, Feng",3
"Pihl, Andreas Friis",1
" Juska, Gytis",2
"Kohda, Takashi",2
" Semino, Ornella",1
" Zheng, Jinju",3
" Alam, Md Mursedul",1
"Douglas, Todd",1
"Vernot, Benjamin",1
"Earl, Nick",1
" Zhu, Liya",3
" Berrocal-Lobo, Marta",1
" Li, Shun-Ning",1
" Tomar, Sakshi",1
" Zhou, Hongjun",1
" Sitte, Harald",1
" Besenfelder, Urban",1
" Hu, Chuling",1
"Wang, Gui-Zhen",1
" Potempa, Jan",1
" Yosafat, Ariella S.",1
" Cousens, Chris",1
" Ahn, Hyo-Suk",1
" Saupe, Erin E.",1
" Joshi, Trupti",1
" Vollmer, Waldemar",2
" Cai, Dawei",1
" Roebroeks, Wil",1
" Sanchez, Borja",1
"ONeill, Ellis C.",1
" Wriessnegger, Tamara",1
" Haas, Stefan",1
" Angelone, D.",1
" Peter, Benjamin M.",2
" Liu, YiMin",1
"Zhu, Weijun",1
" Lu, Shudi",1
"Liebrand, Thomas W. H.",1
"Lu, Wenjie",1
" Ingalls, Miquela",1
" Leibscher, M.",1
" Hu, Baofeng",2
" Yu, Huakang",1
"Xiao, R. C.",2
" Qin, Xiangbin",1
"Maurice, J. -L.",1
" Lazarus, Michael B.",1
" Pan, J. -W.",1
" Mousolou, Vahid Azimi",1
" Whitney, Paul G.",2
" Yang, Jiangli",1
" Gao, Wenkang",2
" Wang, Weidi",3
" Sellier, Elisabeth",1
"Miao, Xiaohuan",1
" Harder, Hartwig",1
" Takeda, Hiroyuki",1
" Liu, Wen-xiao",1
" Krenner, Hubert J.",1
"Kuang, Tingyun",1
" Xing, Dong",1
" Jiang, Hongrui",2
" Lv, Peng",1
" Shan, Xiao",1
" Liang, Q.",1
" Lau, J. S. M.",1
" Resch, Eduard",1
" Dolui, Swapan Kumar",1
" Plattner, Gian-Kasper",1
" Lenschow, Deborah J.",3
" Jacks, Tyler",1
"Singh, Nisha",2
" Laxer, Ronald M.",2
" Zeng, Z.",1
" Xu, Guangqing",3
"Ross, Jaime M.",1
" Yokoyama, Kazunari K.",1
" Javier Moreno-Dorado, F.",1
" Allis, C. David",2
" Wu, Yanfeng",1
" Pauklin, Siim",1
" Fu, Tingdong",2
" Lauber, Emmanuelle",1
" Ren, Shenqiang",7
" Wu, Xiaojin",1
"Rando, Oliver J.",1
" Begum, Salma",1
" Rathod, Pradipsinh K.",1
" Tian, Xinyi",1
" Yu, Xiaopeng",1
" Scott-Browne, James P.",2
" Fu, Zaihui",1
" Ferrere, Suzanne",1
" Liu, Linchuan",1
"Dougherty, Dennis A.",1
" Albinsson, I.",8
" Antignac, Corinne",2
" Zhu, Wenhua",1
"Guo, Yanyan",2
"Sagi, Ido",2
" Guitton, Matthieu J.",1
" Wang, Xiaocheng",4
" Li, Chuan-ren",1
" Cammack, Kristi M.",1
" Lee, Min-Shi",1
" Yao, Youqiang",1
" Li, Shaoguang",1
" Niu, Yaoling",1
" Biber, Peter",1
" Duan, Honglang",1
" Abad, Jose M.",1
" Kerins, David M.",1
" Msaid, Meriem",1
" Han, Le",2
" Rossiter, Stephen J.",9
" Singh, Amar",1
"Juhlin, C. Christofer",1
" Witt, D.",1
" Zhong, Zhenyu",1
" Scorzeto, Michele",1
" Han, Chunsheng",1
" Lam, Shu Kee",2
" Palmgren, Michael G.",1
" Hadimani, Mallinath B.",1
" Hossain, Mohammad I.",2
" Pociecha, Ewa",1
" Kantarjian, Hagop M.",1
" Xiao, Hao",1
" Nassiri-Asl, Marjan",1
" Zeng, C.",1
" Li, Hui-ying",1
" Barbosa, Izabela G.",1
" Rao, Wei",1
" Wang, Wen-Xin",1
"Zhai, Jixian",2
" Pi, X. D.",1
" Powell, Michael D.",1
" De Jesus, Dario F.",1
Li Xiao-Yong,1
" Wang, Zhao-Xiao",1
" Killeen, T. J.",1
" Crewse, Jack",1
" Zou, Jin-Yu",1
" Lin, Xiaopei",1
" Zhang, Zengxing",1
" Zhan, Jiasui",1
" Martins, Ines Santos",1
" Gibson, Deanna L.",3
" Morse, David",2
" Misra, Rajneesh",2
" Azevedo, Ligia B.",2
" Kirpichnikov, M. P.",2
" Pauly, Christoph",1
" Lathrop, Mark",1
"Cantz, Tobias",1
" Lin, Hua",1
" Natarajan, P.",1
" Meijers, Bjoern",1
" Lee, Jaewon",1
" Escuer, Albert",4
" Zhang, Xiuyuan",1
" Leblond-Bourget, Nathalie",1
" Hou, Zhaoyin",1
" Cao, Mingming",1
"Withers, Paul J. A.",1
" Ritter, Stephan",1
" Sholukhova, Olga",1
" Munoz-Barrios, Antonio",1
" Ji, Cheng",5
"Nakajima, Hideaki",1
" Withka, Jane M.",2
" Zaccaria, Remo Proietti",3
" Jeong, Eun Ji",2
"Du, Cheng-Han",1
"Cai, Peng",1
" Panov, Konstantin I.",1
" Guo, Caiping",1
" Yan, Jing",3
" Zhi, Chunyi",1
" Henry, Luc",1
" Edes, K.",1
" Shen, Yanbin",1
" Baik, Jaeyoon",1
" Dubale, Amare Aregahegn",1
" Qin, Yali",1
"Valls, Adria",1
" Viriot, Laurent",1
 Sun Youbin,1
" Li, Xie",1
" Epelboin, Yanouk",1
"Bae, Chungyun",1
" Tyutrina, L. V.",1
" Lim, Sharon",1
"Yin, Hao",2
Yin HongFu,1
" Wu, Hsuan-Chen",1
" Gironas, Jorge",1
" Jia, Shuang",4
" Shogren-Knaak, Michael A.",1
" Jung, Namyoung",1
" Klaenhammer, Todd",1
" Abdollahi, Mohammad",2
" Tan, Qian",1
" Grossman, Arthur R.",3
" Hu, Donghua",1
" Wang, Guilin",1
" van Amerongen, Herbert",2
" Mitran, T. L.",1
"Tokatly, I. V.",1
" Napolitano, Mauro",1
" Fuentes, Ivette",2
" Sun, Lina",4
" Kono, Tomoya",1
" Cheng, Xiaolong",5
" Gong, Dongting",1
" Yan, Keyou",9
" Su, Xin",3
" Yuan, Linlin",2
" Rong, Jie",1
" Pan, Yue",3
" Zeng, Dong",3
" Chen, Renpeng",4
" Wang, ZiDan",1
" Neveu, J.",1
" Zhang, Hai-Tian",1
" Cabrera, Over",1
"Quek, Debra Q. Y.",1
"Power, Susan E.",1
" Novarino, Gaia",1
"Chitumalla, Ramesh Kumar",1
" Nickels, Leng",1
" Zhao, Ming-gao",2
" Zhao, Jianwei",3
"Song, Heli",1
" Xu, Mingsheng",1
"Tao, Fulu",1
"Anjuwon-Foster, Brandon R.",1
"Si, Lizhen",1
" Robert, Marie-Cecile",1
" Liu, Wenting",2
"Zheng, Xiaojia",1
"Asrat, Seblewongel",1
"Crompton, Peter D.",1
" Panneerselvam, Suresh",1
" de Vries, Johannes G.",6
" Pan, Xiaoying",1
" Lackford, Brad L.",1
"Barua, Chandana Choudhury",1
" Srikanth, Bingi",1
"Xu, Jixian",3
" Sallam, Ahmad",1
" Qiu, Bin",3
" Kang, Jinhyeon",1
 Gao Jing,1
" Kinney, Justin B.",1
" Eisen, David",1
" Su, Dan",2
" Hansen, Jon Kehlet",1
" van Kessel, C.",1
" Holm, Elizabeth A.",1
" Park, Kwang-Sook",2
" Farrokhpour, Hossein",1
"Dejardin, Jerome",1
"Kazmierczak, Piotr",1
" Qin, Yun",1
" Totura, Allison L.",1
" Zhou, Zhi",11
" Zhao, Xiaozhi",1
"Hua, Wenjian",1
"Ticau, Simina",1
" Cao, Fangjie",1
" Bao, Jiming",1
"Wang, Yanan",1
" Achey, Darren",1
" An, Taicheng",1
" Voet, Thierry",4
"Zolfo, Moreno",1
" Zong, Xu",1
" Reinaud, J.",1
" Forni, Maria Fernanda",1
"Zheng, Zhen-Fei",1
" Wallmeroth, Niklas",2
" Kumar, D.",3
" Colbert, Matthew W.",1
"Yuan, Qichen",1
" Decho, Alan W.",1
" Bostan, Hamed",1
" Hunt, Andrew",1
" Mizunami, Makoto",1
" Bai, Xuefei",1
" Borda-de-Agua, Luis",1
" Youn, Hana",1
" Kurz, Felix T.",1
" McColm, Gregory",1
" Stougaard, J.",1
" Yang, Lian-Min",2
" Pilgram, Thomas K.",1
" Hou, Fujiang",1
" Maleri, Seth",1
"Bartuzi, Damian",2
" Kenison, Jessica E.",1
" Tao, Yongguang",1
" Steffy, J. Annai Joseph",1
" Cording, Sascha",1
"McKay, John K.",1
"Bird, Clark W.",1
" Yang, Hong-Ming",1
" Shen, Wenbiao",1
" Yuan, Daqiang",2
"Du, Zongmin",1
" Ikejima, Takashi",1
" Li, Yong Jie",2
" Coulon, Pierre-Gregoire",1
" Dundon, William",1
" Thorburn, Andrew M.",1
" Yan, Xuehai",2
" Bai, Chuang",1
" Elsaesser, Hans-Peter",1
" Nampoothiri, Sheela",1
" Lou, Jun",4
" Hu, Shengliang",1
" Hong, Longtao",1
"Halim, Adnan",1
" Surleac, Marius D.",1
" Hu, Lu",1
" Shen, Tongye",1
" Ceciliani, Fabrizio",1
" Burgett, W.",1
" Bell, Jed",1
" Sher, Falak",1
" Satoh, Kouji",1
"Li, Peng-Bo",1
" Brandon, Nicholas J.",2
" Shan, Hongli",1
" Kutateladze, Tatiana G.",1
" Nguyen, T.",2
" Cardinaux, Jean-Rene",1
" Rensmo, Hakan",7
" Luo, A. -L.",1
"Honeycutt, Jared",1
" Zhang, Caiguo",1
"Hancock, Robert D.",1
" Skolnick, M. S.",1
" Zhao, Shouliang",3
" Komaromi, Istvan",2
" Chiu, Danica",1
" Hui, Simon T.",1
"Tinoco, Roberto",1
" Supan, Christian",1
"Wang, Yali",1
" Osonoi, Takeshi",1
" Orr-Ewing, A. J.",1
" Niu, Xiang-Na",1
" McLay, Kirsten",2
"Zhong, Xiaowen",1
"Yeoh, Mian-En",1
" Kaneda, Atsushi",1
" Xu, Xiangtao",1
"Chen, X. H.",1
" Foley, Gillian",1
"Sun, Y. L.",1
" Arauzo-Bravo, Marcos J.",4
" Karlsen, Tom H.",3
" Zuo, Jiangnan",1
"Tang, Yuan-Yuan",3
" Carvajal, Jessica Marulanda",1
" Yi, Huan",3
Wang XinWen,1
" Zhu, Jia-Ying",1
" Finelli, Lyn",1
"Huang, Qiang",1
" Berner, R.",1
" Lee, Chaohong",1
" Lozinska, Magdalena M.",1
" Trimm, Bryan",1
 Chen Yufu,1
" Li, X.",7
" Liu, Xiaojuan",2
" Yoo, Seungil",1
" Eigenbrod, Ole",1
" Sosa-Peinado, Alejandro",1
" Benner, Mats",1
" Qin, Yanhong",2
" Li, Zhihua",2
"Hu, Song",1
" Ma, Juncai",5
" Coop, Graham",2
" Ito, Shuhei",1
"Bai, Jingyi",1
" Prasanna, Prateek",1
" Shigematsu, K.",1
" Hammes, Annette",1
" del Rey, Marco",2
" Steitz, Joan A.",1
"Matthys, Cedrick",1
" van der Zee, Ate G. J.",2
" Bahloul, Amel",1
" Umeda, Akiko",1
 Liu Jing,1
"Pantin-Jackwood, Mary J.",1
" Yung, Philip Yuk Kwong",1
" Sun, Mou-Yuan",1
" Lo, Emily K. W.",1
" Cappelluti, Nico",1
"Agic, Heda",1
" Puel, Anthony",1
